timestamp,latitude,longitude,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,pm25,hour,day_of_week,month,day_of_year,season,pm25_lag_1,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_mean_3h,pm25_mean_6h,pm25_mean_12h,pm25_mean_24h,target_pm25
2022-06-05 00:00:00+00:00,28.6139,77.209,27.56,30.04,3.12,275.3,97.59,0.0,44.04,0,6,6,156,Summer,62.35,190.27,261.93,84.71,239.77,65.6966666666661,140.26999999999995,165.785,153.04583333333332,36.64
2022-06-05 01:00:00+00:00,28.6139,77.209,30.51,22.42,4.81,282.2,97.64,0.0,36.64,1,6,6,156,Summer,44.04,90.7,229.5,100.98,206.21,47.6766666666661,108.12666666666662,160.42333333333332,145.98041666666666,40.9
2022-06-05 02:00:00+00:00,28.6139,77.209,33.4,18.75,4.7,288.7,97.69,0.0,40.9,2,6,6,156,Summer,36.64,62.35,224.76,135.37,210.31,40.5266666666661,77.4833333333333,152.55083333333332,138.92166666666665,42.79
2022-06-05 03:00:00+00:00,28.6139,77.209,37.66,13.75,5.16,294.4,97.73,0.0,42.79,3,6,6,156,Summer,40.9,44.04,190.27,168.14,214.39,40.10999999999943,52.903333333333286,142.105,131.77166666666668,39.47
2022-06-05 04:00:00+00:00,28.6139,77.209,40.94,10.78,5.43,298.1,97.75,0.0,39.47,4,6,6,156,Summer,42.79,36.64,90.7,214.62,179.73,41.053333333332766,44.36499999999996,127.50916666666666,125.92750000000001,49.14
2022-06-05 05:00:00+00:00,28.6139,77.209,42.79,9.68,5.09,299.8,97.72,0.0,49.14,5,6,6,156,Summer,39.47,40.9,62.35,266.76,205.48,43.79999999999942,42.16333333333329,109.37416666666665,119.41333333333334,60.35
2022-06-05 06:00:00+00:00,28.6139,77.209,44.01,9.17,4.65,297.8,97.64,0.0,60.35,6,6,6,156,Summer,49.14,42.79,44.04,261.93,247.04,49.65333333333277,44.88166666666663,92.57583333333334,111.63458333333334,43.07
2022-06-05 07:00:00+00:00,28.6139,77.209,44.76,8.99,4.12,295.0,97.55,0.0,43.07,7,6,6,156,Summer,60.35,39.47,36.64,229.5,88.55,50.85333333333276,45.9533333333333,77.04,109.73958333333333,37.16
2022-06-05 08:00:00+00:00,28.6139,77.209,45.01,9.09,3.63,289.3,97.45,0.0,37.16,8,6,6,156,Summer,43.07,49.14,40.9,224.76,60.4,46.859999999999424,45.32999999999996,61.40666666666667,108.77125,33.84
2022-06-05 09:00:00+00:00,28.6139,77.209,44.9,9.46,3.24,280.5,97.38,0.0,33.84,9,6,6,156,Summer,37.16,60.35,42.79,190.27,51.99,38.023333333332765,43.83833333333329,48.37083333333333,108.015,39.4
2022-06-05 10:00:00+00:00,28.6139,77.209,44.32,10.27,3.11,271.7,97.34,0.0,39.4,10,6,6,156,Summer,33.84,43.07,39.47,90.7,59.49,36.799999999999436,43.82666666666663,44.09583333333333,107.17791666666666,52.35
2022-06-05 11:00:00+00:00,28.6139,77.209,43.36,11.55,3.09,262.9,97.32,0.0,52.35,11,6,6,156,Summer,39.4,37.16,49.14,62.35,75.38,41.86333333333277,44.36166666666663,43.262499999999996,106.21833333333335,66.08
2022-06-05 12:00:00+00:00,28.6139,77.209,41.46,16.9,2.02,257.7,97.33,0.0,66.08,12,6,6,156,Summer,52.35,33.84,60.35,44.04,84.71,52.609999999999424,45.31666666666663,45.09916666666667,105.44208333333334,119.09
2022-06-05 13:00:00+00:00,28.6139,77.209,38.3,25.24,1.61,253.0,97.38,0.0,119.09,13,6,6,156,Summer,66.08,39.4,43.07,36.64,100.98,79.17333333333276,57.98666666666663,51.97,106.19666666666667,199.01
2022-06-05 14:00:00+00:00,28.6139,77.209,37.16,25.14,1.42,241.8,97.46,0.0,199.01,14,6,6,156,Summer,119.09,52.35,37.16,40.9,135.37,128.0599999999994,84.96166666666663,65.14583333333333,108.84833333333331,237.65
2022-06-05 15:00:00+00:00,28.6139,77.209,36.45,25.64,1.33,224.4,97.52,0.0,237.65,15,6,6,156,Summer,199.01,66.08,33.84,42.79,168.14,185.24999999999943,118.92999999999996,81.38416666666666,111.74458333333332,234.77
2022-06-05 16:00:00+00:00,28.6139,77.209,35.53,26.28,1.54,213.6,97.55,0.0,234.77,16,6,6,156,Summer,237.65,119.09,39.4,39.47,214.62,223.8099999999994,151.49166666666665,97.65916666666668,112.58416666666666,192.34
2022-06-05 17:00:00+00:00,28.6139,77.209,34.34,27.33,1.91,219.7,97.55,0.0,192.34,17,6,6,156,Summer,234.77,199.01,52.35,49.14,266.76,221.5866666666661,174.8233333333333,109.59249999999999,109.48333333333335,118.5
2022-06-05 18:00:00+00:00,28.6139,77.209,33.13,27.4,2.37,237.2,97.53,0.0,118.5,18,6,6,156,Summer,192.34,237.65,66.08,60.35,261.93,181.86999999999944,183.55999999999995,114.43833333333333,103.50708333333334,40.52
2022-06-05 19:00:00+00:00,28.6139,77.209,32.0,26.55,2.82,252.0,97.5,0.0,40.52,19,6,6,156,Summer,118.5,234.77,119.09,43.07,229.5,117.11999999999942,170.46499999999997,114.22583333333334,95.63291666666667,36.19
2022-06-05 20:00:00+00:00,28.6139,77.209,30.78,25.44,3.41,257.8,97.47,0.0,36.19,20,6,6,156,Summer,40.52,192.34,199.01,37.16,224.76,65.06999999999942,143.3283333333333,114.145,87.77583333333335,36.32
2022-06-05 21:00:00+00:00,28.6139,77.209,29.95,23.95,3.93,261.1,97.45,0.0,36.32,21,6,6,156,Summer,36.19,118.5,237.65,33.84,190.27,37.67666666666609,109.7733333333333,114.35166666666667,81.36125,37.39
2022-06-05 22:00:00+00:00,28.6139,77.209,29.22,23.41,4.13,261.1,97.45,0.0,37.39,22,6,6,156,Summer,36.32,40.52,234.77,39.4,90.7,36.63333333333275,76.87666666666662,114.18416666666667,79.14,38.89
2022-06-05 23:00:00+00:00,28.6139,77.209,28.53,24.37,4.07,261.0,97.47,0.0,38.89,23,6,6,156,Summer,37.39,36.19,192.34,52.35,62.35,37.533333333332756,51.30166666666662,113.0625,78.16250000000001,40.65
2022-06-06 00:00:00+00:00,28.6139,77.209,29.22,24.04,4.02,261.7,97.52,0.0,40.65,0,0,6,157,Summer,38.89,36.32,118.5,66.08,44.04,38.97666666666609,38.32666666666663,110.94333333333333,78.02125,47.68
2022-06-06 01:00:00+00:00,28.6139,77.209,32.52,19.1,5.23,263.4,97.57,0.0,47.68,1,0,6,157,Summer,40.65,37.39,40.52,119.09,36.64,42.40666666666609,39.51999999999996,104.9925,78.48125,63.29
2022-06-06 02:00:00+00:00,28.6139,77.209,35.82,16.49,4.27,262.7,97.61,0.0,63.29,2,0,6,157,Summer,47.68,38.89,36.19,199.01,40.9,50.539999999999424,44.036666666666626,93.6825,79.41416666666667,74.92
2022-06-06 03:00:00+00:00,28.6139,77.209,40.71,11.08,3.79,250.1,97.63,0.0,74.92,3,0,6,157,Summer,63.29,40.65,36.32,237.65,42.79,61.96333333333275,50.46999999999996,80.12166666666666,80.75291666666666,71.87
2022-06-06 04:00:00+00:00,28.6139,77.209,42.85,8.86,3.03,237.9,97.63,0.0,71.87,4,0,6,157,Summer,74.92,47.68,37.39,234.77,39.47,70.02666666666609,56.21666666666663,66.54666666666667,82.10291666666667,84.74
2022-06-06 05:00:00+00:00,28.6139,77.209,43.77,8.48,2.37,228.4,97.59,0.0,84.74,5,0,6,157,Summer,71.87,63.29,38.89,192.34,49.14,77.1766666666661,63.85833333333329,57.580000000000005,83.58624999999999,104.91
2022-06-06 06:00:00+00:00,28.6139,77.209,44.32,8.3,2.13,217.9,97.51,0.0,104.91,6,0,6,157,Summer,84.74,74.92,40.65,118.5,60.35,87.17333333333276,74.56833333333329,56.4475,85.44291666666668,62.01
2022-06-06 07:00:00+00:00,28.6139,77.209,44.58,8.2,2.14,213.2,97.42,0.0,62.01,7,0,6,157,Summer,104.91,71.87,47.68,40.52,43.07,83.88666666666609,76.95666666666662,58.23833333333332,86.23208333333332,53.91
2022-06-06 08:00:00+00:00,28.6139,77.209,44.51,8.16,2.07,215.4,97.33,0.0,53.91,8,0,6,157,Summer,62.01,84.74,63.29,36.19,37.16,73.60999999999942,75.3933333333333,59.715,86.93,54.64
2022-06-06 09:00:00+00:00,28.6139,77.209,44.16,8.13,1.9,218.4,97.28,0.0,54.64,9,0,6,157,Summer,53.91,104.91,74.92,36.32,33.84,56.853333333332756,72.01333333333329,61.24166666666667,87.79666666666667,67.59
2022-06-06 10:00:00+00:00,28.6139,77.209,43.57,8.19,1.47,228.3,97.24,0.0,67.59,10,0,6,157,Summer,54.64,62.01,71.87,37.39,39.4,58.71333333333276,71.29999999999995,63.758333333333326,88.97125,88.87
2022-06-06 11:00:00+00:00,28.6139,77.209,42.61,8.46,1.01,246.7,97.22,0.0,88.87,11,0,6,157,Summer,67.59,53.91,84.74,38.89,52.35,70.36666666666609,71.98833333333329,67.92333333333333,90.49291666666666,104.21
2022-06-06 12:00:00+00:00,28.6139,77.209,41.21,10.19,0.54,268.9,97.25,0.0,104.21,12,0,6,157,Summer,88.87,54.64,104.91,40.65,66.08,86.88999999999942,71.87166666666663,73.22,92.08166666666666,160.64
2022-06-06 13:00:00+00:00,28.6139,77.209,39.37,15.69,0.08,50.2,97.32,0.0,160.64,13,0,6,157,Summer,104.21,67.59,62.01,47.68,119.09,117.90666666666607,88.30999999999996,82.63333333333333,93.81291666666665,239.82
2022-06-06 14:00:00+00:00,28.6139,77.209,37.96,14.76,0.64,100.8,97.4,0.0,239.82,14,0,6,157,Summer,160.64,88.87,53.91,63.29,199.01,168.22333333333276,119.29499999999996,97.34416666666665,95.51333333333334,273.74
2022-06-06 15:00:00+00:00,28.6139,77.209,36.68,15.53,0.94,113.8,97.47,0.0,273.74,15,0,6,157,Summer,239.82,104.21,54.64,74.92,237.65,224.73333333333275,155.81166666666664,113.91249999999998,97.01708333333333,277.06
2022-06-06 16:00:00+00:00,28.6139,77.209,36.01,15.62,1.13,130.7,97.51,0.0,277.06,16,0,6,157,Summer,273.74,160.64,67.59,71.87,234.77,263.53999999999945,190.72333333333327,131.01166666666666,98.77916666666665,287.37
2022-06-06 17:00:00+00:00,28.6139,77.209,35.27,15.83,1.38,146.0,97.5,0.0,287.37,17,0,6,157,Summer,277.06,239.82,88.87,84.74,192.34,279.3899999999995,223.80666666666664,147.8975,102.73875,249.93
2022-06-06 18:00:00+00:00,28.6139,77.209,34.34,16.98,1.61,156.9,97.46,0.0,249.93,18,0,6,157,Summer,287.37,273.74,104.21,104.91,118.5,271.45333333333275,248.09333333333333,159.9825,108.21499999999999,111.82
2022-06-06 19:00:00+00:00,28.6139,77.209,33.6,17.38,1.71,165.1,97.42,0.0,111.82,19,0,6,157,Summer,249.93,277.06,160.64,62.01,40.52,216.37333333333277,239.95666666666662,164.13333333333333,111.18583333333333,94.74
2022-06-06 20:00:00+00:00,28.6139,77.209,33.2,17.86,1.54,176.3,97.38,0.0,94.74,20,0,6,157,Summer,111.82,287.37,239.82,53.91,36.19,152.16333333333276,215.77666666666664,167.53583333333333,113.62541666666665,96.74
2022-06-06 21:00:00+00:00,28.6139,77.209,33.05,17.49,1.17,200.0,97.37,0.0,96.74,21,0,6,157,Summer,94.74,249.93,273.74,54.64,36.32,101.09999999999941,186.27666666666664,171.04416666666665,116.14291666666668,100.14
2022-06-06 22:00:00+00:00,28.6139,77.209,32.42,18.12,1.0,246.5,97.39,0.0,100.14,22,0,6,157,Summer,96.74,111.82,277.06,67.59,37.39,97.2066666666661,156.78999999999996,173.75666666666666,118.7575,93.35
2022-06-06 23:00:00+00:00,28.6139,77.209,31.35,19.8,1.35,282.0,97.42,0.0,93.35,23,0,6,157,Summer,100.14,94.74,287.37,88.87,38.89,96.74333333333276,124.45333333333328,174.13,121.02666666666666,80.94
2022-06-07 00:00:00+00:00,28.6139,77.209,30.49,23.76,1.59,295.3,97.46,0.0,80.94,0,1,6,158,Summer,93.35,96.74,249.93,104.21,40.65,91.4766666666661,96.2883333333333,172.19083333333333,122.70541666666666,75.49
2022-06-07 01:00:00+00:00,28.6139,77.209,32.45,18.91,1.85,297.0,97.5,0.0,75.49,1,1,6,158,Summer,80.94,100.14,111.82,160.64,47.68,83.25999999999944,90.23333333333329,165.095,123.86416666666666,80.36
2022-06-07 02:00:00+00:00,28.6139,77.209,34.97,15.55,1.81,286.7,97.54,0.0,80.36,2,1,6,158,Summer,75.49,93.35,94.74,239.82,63.29,78.92999999999944,87.83666666666663,151.80666666666667,124.57541666666667,79.5
2022-06-07 03:00:00+00:00,28.6139,77.209,39.07,12.99,2.72,288.4,97.55,0.0,79.5,3,1,6,158,Summer,80.36,80.94,96.74,273.74,74.92,78.44999999999943,84.9633333333333,135.62,124.76625,65.63
2022-06-07 04:00:00+00:00,28.6139,77.209,41.79,11.82,3.53,292.1,97.54,0.0,65.63,4,1,6,158,Summer,79.5,75.49,100.14,277.06,71.87,75.16333333333277,79.21166666666663,118.00083333333333,124.50625000000001,72.04
2022-06-07 05:00:00+00:00,28.6139,77.209,43.45,11.0,4.12,292.8,97.5,0.0,72.04,5,1,6,158,Summer,65.63,80.36,93.35,287.37,84.74,72.38999999999943,75.65999999999997,100.05666666666667,123.97708333333333,81.04
2022-06-07 06:00:00+00:00,28.6139,77.209,44.73,10.29,4.69,294.5,97.43,0.0,81.04,6,1,6,158,Summer,72.04,79.5,80.94,249.93,104.91,72.90333333333278,75.67666666666663,85.9825,122.9825,70.15
2022-06-07 07:00:00+00:00,28.6139,77.209,45.53,9.79,5.25,295.9,97.34,0.0,70.15,7,1,6,158,Summer,81.04,65.63,75.49,111.82,62.01,74.40999999999944,74.78666666666663,82.51,123.32166666666667,70.91
2022-06-07 08:00:00+00:00,28.6139,77.209,45.91,9.48,5.8,296.1,97.26,0.0,70.91,8,1,6,158,Summer,70.15,72.04,80.36,94.74,53.91,74.03333333333278,73.21166666666663,80.52416666666666,124.02999999999999,72.18
2022-06-07 09:00:00+00:00,28.6139,77.209,45.69,9.46,5.96,295.3,97.22,0.0,72.18,9,1,6,158,Summer,70.91,81.04,79.5,96.74,54.64,71.07999999999943,71.99166666666663,78.4775,124.76083333333334,72.8
2022-06-07 10:00:00+00:00,28.6139,77.209,45.08,9.6,5.97,294.0,97.19,0.0,72.8,10,1,6,158,Summer,72.18,70.15,65.63,100.14,67.59,71.96333333333277,73.18666666666662,76.19916666666667,124.97791666666666,72.4
2022-06-07 11:00:00+00:00,28.6139,77.209,44.07,10.01,5.85,292.7,97.18,0.0,72.4,11,1,6,158,Summer,72.8,70.91,72.04,93.35,88.87,72.45999999999944,73.24666666666663,74.45333333333333,124.29166666666667,71.92
2022-06-07 12:00:00+00:00,28.6139,77.209,42.11,11.75,4.23,290.3,97.21,0.0,71.92,12,1,6,158,Summer,72.4,72.18,81.04,80.94,104.21,72.37333333333277,71.72666666666663,73.70166666666667,122.94625,88.22
2022-06-07 13:00:00+00:00,28.6139,77.209,37.86,17.53,3.04,284.3,97.27,0.0,88.22,13,1,6,158,Summer,71.92,72.8,70.15,75.49,160.64,77.51333333333277,74.7383333333333,74.7625,119.92875,110.16
2022-06-07 14:00:00+00:00,28.6139,77.209,35.83,19.62,3.23,279.6,97.34,0.0,110.16,14,1,6,158,Summer,88.22,72.4,70.91,80.36,239.82,90.09999999999944,81.27999999999996,77.24583333333334,114.52625,125.0
2022-06-07 15:00:00+00:00,28.6139,77.209,34.76,20.52,3.3,276.6,97.4,0.0,125.0,15,1,6,158,Summer,110.16,71.92,72.18,79.5,273.74,107.79333333333277,90.0833333333333,81.03750000000001,108.32875000000001,135.03
2022-06-07 16:00:00+00:00,28.6139,77.209,33.91,21.14,3.4,274.9,97.44,0.0,135.03,16,1,6,158,Summer,125.0,88.22,72.8,65.63,277.06,123.39666666666609,100.45499999999997,86.82083333333333,102.41083333333334,138.05
2022-06-07 17:00:00+00:00,28.6139,77.209,33.17,21.72,3.53,273.7,97.43,0.0,138.05,17,1,6,158,Summer,135.03,110.16,72.4,72.04,287.37,132.69333333333276,111.39666666666665,92.32166666666667,96.18916666666667,122.76
2022-06-07 18:00:00+00:00,28.6139,77.209,32.49,22.28,3.67,274.4,97.41,0.0,122.76,18,1,6,158,Summer,138.05,125.0,71.92,81.04,249.93,131.9466666666661,119.86999999999996,95.79833333333335,90.89041666666667,94.67
2022-06-07 19:00:00+00:00,28.6139,77.209,31.86,22.75,3.83,276.9,97.38,0.0,94.67,19,1,6,158,Summer,122.76,135.03,88.22,70.15,111.82,118.49333333333277,120.94499999999998,97.84166666666665,90.17583333333333,73.77
2022-06-07 20:00:00+00:00,28.6139,77.209,31.25,23.14,3.97,280.5,97.36,0.0,73.77,20,1,6,158,Summer,94.67,138.05,110.16,70.91,94.74,97.0666666666661,114.87999999999995,98.08,89.30208333333333,57.63
2022-06-07 21:00:00+00:00,28.6139,77.209,30.66,23.58,4.13,284.6,97.37,0.0,57.63,21,1,6,158,Summer,73.77,122.76,125.0,72.18,96.74,75.3566666666661,103.65166666666663,96.8675,87.6725,45.86
2022-06-07 22:00:00+00:00,28.6139,77.209,30.05,24.24,4.34,288.8,97.39,0.0,45.86,22,1,6,158,Summer,57.63,94.67,135.03,72.8,100.14,59.0866666666661,88.78999999999996,94.62250000000002,85.41083333333334,39.68
2022-06-07 23:00:00+00:00,28.6139,77.209,29.36,25.39,4.43,292.5,97.44,0.0,39.68,23,1,6,158,Summer,45.86,73.77,138.05,72.4,93.35,47.72333333333277,72.39499999999997,91.89583333333333,83.17458333333333,36.86
2022-06-08 00:00:00+00:00,28.6139,77.209,29.53,25.27,5.25,292.6,97.51,0.0,36.86,0,2,6,159,Summer,39.68,57.63,122.76,71.92,80.94,40.799999999999436,58.0783333333333,88.97416666666668,81.33791666666666,39.72
2022-06-08 01:00:00+00:00,28.6139,77.209,31.53,22.56,6.43,287.6,97.59,0.0,39.72,1,2,6,159,Summer,36.86,45.86,94.67,88.22,75.49,38.75333333333276,48.91999999999996,84.9325,79.8475,46.67
2022-06-08 02:00:00+00:00,28.6139,77.209,35.26,18.97,7.9,283.9,97.65,0.0,46.67,2,2,6,159,Summer,39.72,39.68,73.77,110.16,80.36,41.08333333333277,44.4033333333333,79.64166666666667,78.44375000000001,54.75
2022-06-08 03:00:00+00:00,28.6139,77.209,38.7,16.68,9.22,287.2,97.65,0.0,54.75,3,2,6,159,Summer,46.67,36.86,57.63,125.0,79.5,47.04666666666609,43.92333333333329,73.78750000000001,77.41250000000001,64.58
2022-06-08 04:00:00+00:00,28.6139,77.209,41.41,13.85,9.21,291.1,97.62,0.0,64.58,4,2,6,159,Summer,54.75,39.72,45.86,135.03,65.63,55.33333333333277,47.043333333333294,67.91666666666667,77.36874999999999,77.42
2022-06-08 05:00:00+00:00,28.6139,77.209,43.27,11.86,8.59,292.7,97.57,0.0,77.42,5,2,6,159,Summer,64.58,46.67,39.68,138.05,72.04,65.58333333333276,53.33333333333329,62.86416666666668,77.59291666666667,87.38
2022-06-08 06:00:00+00:00,28.6139,77.209,44.29,11.0,7.92,292.0,97.47,0.0,87.38,6,2,6,159,Summer,77.42,54.75,36.86,122.76,81.04,76.45999999999943,61.753333333333295,59.91583333333333,77.85708333333334,62.36
2022-06-08 07:00:00+00:00,28.6139,77.209,44.96,10.57,7.36,290.4,97.36,0.0,62.36,7,2,6,159,Summer,87.38,64.58,39.72,94.67,70.15,75.71999999999944,65.52666666666663,57.22333333333333,77.5325,48.95
2022-06-08 08:00:00+00:00,28.6139,77.209,45.26,10.41,6.85,288.0,97.25,0.0,48.95,8,2,6,159,Summer,62.36,77.42,46.67,73.77,70.91,66.22999999999944,65.90666666666662,55.155,76.6175,42.77
2022-06-08 09:00:00+00:00,28.6139,77.209,45.02,10.45,6.21,284.0,97.18,0.0,42.77,9,2,6,159,Summer,48.95,87.38,54.75,57.63,72.18,51.35999999999944,63.90999999999996,53.916666666666664,75.39208333333333,36.83
2022-06-08 10:00:00+00:00,28.6139,77.209,44.39,10.69,5.62,279.0,97.12,0.0,36.83,10,2,6,159,Summer,42.77,62.36,64.58,45.86,72.8,42.84999999999943,59.28499999999997,53.16416666666667,73.89333333333333,33.21
2022-06-08 11:00:00+00:00,28.6139,77.209,43.39,11.12,5.06,274.9,97.1,0.0,33.21,11,2,6,159,Summer,36.83,48.95,77.42,39.68,72.4,37.60333333333276,51.91666666666663,52.625,72.26041666666667,31.38
2022-06-08 12:00:00+00:00,28.6139,77.209,41.59,12.89,3.41,272.0,97.11,0.0,31.38,12,2,6,159,Summer,33.21,42.77,87.38,36.86,71.92,33.806666666666096,42.58333333333329,52.168333333333344,70.57125,44.09
2022-06-08 13:00:00+00:00,28.6139,77.209,37.67,18.47,2.67,271.9,97.15,0.0,44.09,13,2,6,159,Summer,31.38,36.83,62.36,39.72,88.22,36.2266666666661,39.53833333333329,52.5325,68.7325,63.73
2022-06-08 14:00:00+00:00,28.6139,77.209,35.84,20.06,2.85,269.8,97.21,0.0,63.73,14,2,6,159,Summer,44.09,33.21,48.95,46.67,110.16,46.39999999999943,42.00166666666663,53.95416666666667,66.79791666666667,69.65
2022-06-08 15:00:00+00:00,28.6139,77.209,34.77,20.76,3.02,269.1,97.28,0.0,69.65,15,2,6,159,Summer,63.73,31.38,42.77,54.75,125.0,59.1566666666661,46.48166666666663,55.19583333333333,64.49166666666666,66.33
2022-06-08 16:00:00+00:00,28.6139,77.209,33.79,21.25,3.23,272.3,97.32,0.0,66.33,16,2,6,159,Summer,69.65,44.09,36.83,64.58,135.03,66.56999999999942,51.39833333333329,55.34166666666667,61.62916666666667,63.07
2022-06-08 17:00:00+00:00,28.6139,77.209,32.99,21.65,3.43,275.5,97.35,0.0,63.07,17,2,6,159,Summer,66.33,63.73,33.21,77.42,138.05,66.34999999999944,56.37499999999995,54.145833333333336,58.505,55.39
2022-06-08 18:00:00+00:00,28.6139,77.209,32.31,22.3,3.67,277.7,97.35,0.0,55.39,18,2,6,159,Summer,63.07,69.65,31.38,87.38,122.76,61.596666666666096,60.37666666666663,51.48,55.697916666666664,44.88
2022-06-08 19:00:00+00:00,28.6139,77.209,31.64,23.29,3.75,280.3,97.34,0.0,44.88,19,2,6,159,Summer,55.39,66.33,44.09,62.36,94.67,54.4466666666661,60.5083333333333,50.02333333333334,53.623333333333335,41.86
2022-06-08 20:00:00+00:00,28.6139,77.209,30.94,24.68,3.55,281.9,97.32,0.0,41.86,20,2,6,159,Summer,44.88,63.07,63.73,48.95,73.77,47.3766666666661,56.86333333333329,49.432500000000005,52.29375000000001,39.54
2022-06-08 21:00:00+00:00,28.6139,77.209,30.35,26.27,3.3,280.5,97.29,0.0,39.54,21,2,6,159,Summer,41.86,55.39,69.65,42.77,57.63,42.093333333332765,51.84499999999996,49.163333333333334,51.54,37.24
2022-06-08 22:00:00+00:00,28.6139,77.209,29.89,27.9,3.15,277.3,97.3,0.0,37.24,22,2,6,159,Summer,39.54,44.88,66.33,36.83,45.86,39.5466666666661,46.996666666666634,49.1975,51.18083333333334,36.75
2022-06-08 23:00:00+00:00,28.6139,77.209,29.52,29.62,3.05,274.5,97.31,0.0,36.75,23,2,6,159,Summer,37.24,41.86,63.07,33.21,39.68,37.843333333332765,42.609999999999964,49.49250000000001,51.05875,36.19
2022-06-09 00:00:00+00:00,28.6139,77.209,30.32,29.66,2.82,271.2,97.34,0.0,36.19,0,3,6,160,Summer,36.75,39.54,55.39,31.38,36.86,36.7266666666661,39.40999999999996,49.893333333333324,51.030833333333334,37.7
2022-06-09 01:00:00+00:00,28.6139,77.209,33.08,25.93,4.2,266.0,97.37,0.0,37.7,1,3,6,160,Summer,36.19,37.24,44.88,44.09,39.72,36.879999999999434,38.21333333333329,49.36083333333334,50.946666666666665,43.45
2022-06-09 02:00:00+00:00,28.6139,77.209,36.33,22.02,4.41,257.7,97.39,0.0,43.45,2,3,6,160,Summer,37.7,36.75,41.86,63.73,46.67,39.11333333333277,38.478333333333296,47.67083333333333,50.8125,49.63
2022-06-09 03:00:00+00:00,28.6139,77.209,40.54,16.57,4.81,258.7,97.42,0.0,49.63,3,3,6,160,Summer,43.45,36.19,39.54,69.65,54.75,43.593333333332765,40.15999999999996,46.002500000000005,50.59916666666667,58.19
2022-06-09 04:00:00+00:00,28.6139,77.209,42.54,14.18,4.08,264.2,97.41,0.0,58.19,4,3,6,160,Summer,49.63,37.7,37.24,66.33,64.58,50.42333333333277,43.651666666666635,45.32416666666666,50.33291666666667,71.39
2022-06-09 05:00:00+00:00,28.6139,77.209,43.74,12.9,3.63,270.9,97.38,0.0,71.39,5,3,6,160,Summer,58.19,43.45,36.75,63.07,77.42,59.73666666666609,49.42499999999996,46.017500000000005,50.08166666666667,81.08
2022-06-09 06:00:00+00:00,28.6139,77.209,44.71,11.96,3.48,279.9,97.32,0.0,81.08,6,3,6,160,Summer,71.39,49.63,36.19,55.39,87.38,70.21999999999943,56.90666666666663,48.15833333333333,49.81916666666666,64.22
2022-06-09 07:00:00+00:00,28.6139,77.209,45.08,11.54,3.52,289.8,97.24,0.0,64.22,7,3,6,160,Summer,81.08,58.19,37.7,44.88,62.36,72.22999999999944,61.32666666666663,49.77,49.89666666666667,60.58
2022-06-09 08:00:00+00:00,28.6139,77.209,45.13,11.35,3.64,297.7,97.18,0.0,60.58,8,3,6,160,Summer,64.22,71.39,43.45,41.86,48.95,68.6266666666661,64.18166666666663,51.330000000000005,50.381249999999994,62.26
2022-06-09 09:00:00+00:00,28.6139,77.209,44.83,11.46,3.46,299.0,97.13,0.0,62.26,9,3,6,160,Summer,60.58,81.08,49.63,39.54,42.77,62.353333333332756,66.28666666666662,53.223333333333336,51.19333333333333,65.45
2022-06-09 10:00:00+00:00,28.6139,77.209,44.29,11.83,3.14,295.3,97.09,0.0,65.45,10,3,6,160,Summer,62.26,64.22,58.19,37.24,36.83,62.76333333333276,67.49666666666663,55.57416666666668,52.38583333333333,70.5
2022-06-09 11:00:00+00:00,28.6139,77.209,43.53,12.36,2.86,289.8,97.09,0.0,70.5,11,3,6,160,Summer,65.45,60.58,71.39,36.75,33.21,66.06999999999942,67.3483333333333,58.38666666666668,53.93958333333333,73.83
2022-06-09 12:00:00+00:00,28.6139,77.209,42.22,14.17,2.07,282.3,97.11,0.0,73.83,12,3,6,160,Summer,70.5,62.26,81.08,36.19,31.38,69.9266666666661,66.13999999999997,61.52333333333333,55.708333333333336,106.11
2022-06-09 13:00:00+00:00,28.6139,77.209,39.83,18.73,1.34,265.7,97.16,0.0,106.11,13,3,6,160,Summer,73.83,65.45,64.22,37.7,44.09,83.47999999999944,73.12166666666663,67.22416666666668,58.2925,159.67
2022-06-09 14:00:00+00:00,28.6139,77.209,39.02,18.16,1.05,236.3,97.25,0.0,159.67,14,3,6,160,Summer,106.11,70.5,60.58,43.45,63.73,113.20333333333275,89.63666666666661,76.90916666666666,62.29,198.76
2022-06-09 15:00:00+00:00,28.6139,77.209,38.33,18.59,1.1,207.7,97.31,0.0,198.76,15,3,6,160,Summer,159.67,73.83,62.26,49.63,69.65,154.8466666666661,112.38666666666661,89.33666666666666,67.66958333333334,214.89
2022-06-09 16:00:00+00:00,28.6139,77.209,37.33,19.49,1.38,200.8,97.37,0.0,214.89,16,3,6,160,Summer,198.76,106.11,65.45,58.19,66.33,191.1066666666661,137.2933333333333,102.395,73.85958333333333,197.92
2022-06-09 17:00:00+00:00,28.6139,77.209,36.2,20.73,1.67,202.9,97.39,0.0,197.92,17,3,6,160,Summer,214.89,159.67,70.5,71.39,63.07,203.8566666666661,158.52999999999994,112.93916666666667,79.47833333333334,152.17
2022-06-09 18:00:00+00:00,28.6139,77.209,35.07,22.11,1.95,209.2,97.38,0.0,152.17,18,3,6,160,Summer,197.92,198.76,73.83,81.08,55.39,188.32666666666606,171.58666666666662,118.86333333333333,83.51083333333332,102.7
